 Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Tienen,House,House,275000,,3,112,Installed,No,0,0,130,195,,2,0,Just renovated
Comblain-au-Pont,House,House,280000,,3,240,USA hyper equipped,No,0,0,409,695,,2,0,Good
Engis,House,House,280000,,4,131,Semi equipped,No,0,0,522,696,,4,0,Good
Dinant,House,Villa,280000,,3,110,Installed,No,0,0,800,1144,80,4,0,Good
Herstal,House,House,285000,,4,210,USA hyper equipped,No,0,0,284,485,128,3,0,As new
Genappe,House,House,299000,,3,117,Semi equipped,No,0,0,0,520,103,3,0,Just renovated
Landen,House,House,299000,,4,200,Not installed,No,0,0,3300,5084,,4,0,To renovate
BAS-OHA,House,House,300000,,5,196,Semi equipped,No,0,0,12530,12750,,4,0,Good
Neupré Rotheux-Rimière,House,House,310000,,3,108,Installed,No,0,0,2730,2815,,4,0,To be done up
Mechelen,House,House,313210,,4,252,Installed,No,0,0,113,250,,2,0,To renovate
Huy,House,House,319000,,4,230,USA hyper equipped,No,0,0,235,473,,3,0,As new
Ronse,House,Villa,320000,,4,205,Semi equipped,No,0,0,1903,2565,146,4,0,To renovate
Céroux-Mousty,House,House,325000,,3,127,Semi equipped,No,0,0,597,712,115,4,0,To be done up
Neupre,House,House,329000,,4,221,Semi equipped,No,0,0,540,675,104,4,0,Good
Vilvoorde Koningslo,House,House,345000,,3,134,Hyper equipped,No,0,0,75,172,62,2,0,To be done up
Vilvoorde,House,House,349000,,3,129,USA hyper equipped,No,0,0,80,145,,2,0,Good
Bassenge,House,House,349000,,4,272,Installed,Yes,0,0,720,1127,152,4,0,As new
Wavre,House,Villa,365000,,3,110,Installed,No,0,0,555,620,73,4,0,Good
Tubize,House,House,375000,,4,160,Hyper equipped,No,0,0,200,392,,3,0,As new
Ronse,House,Villa,375000,,3,150,Hyper equipped,No,0,0,1160,1322,165,4,0,Good
Lasne,House,Villa,385000,,4,166,Not installed,No,0,0,875,1000,125,4,0,To be done up
Huy,House,Exceptional property,395000,,5,400,Hyper equipped,No,0,0,366,603,186,4,0,As new
Seneffe,House,House,395000,,4,380,Hyper equipped,No,0,0,2955,3145,351,4,0,Good
Oud-Heverlee,House,Town-house,396000,,3,198,USA hyper equipped,No,0,0,120,269,65,3,0,Good
Céroux-Mousty,House,House,410000,,3,147,Installed,No,0,0,775,878,103,4,0,Good
Sint-Pieters-Leeuw,House,House,410000,,2,130,USA hyper equipped,Yes,0,0,70,250,62,3,0,As new
Leuven,House,House,419000,,5,187,USA semi equipped,No,0,0,125,318,82,3,0,To renovate
FIZE-FONTAINE,House,House,425000,,4,330,Installed,No,1,0,450,893,,2,0,As new
Dilbeek,House,House,438000,,4,217,Installed,No,0,0,72,175,,2,0,Good
Dilbeek,House,Mixed-use building,438000,,4,217,Installed,No,0,0,72,175,,2,0,Good
Limelette,House,Villa,440000,,3,120,Semi equipped,No,0,0,676,752,76,4,0,Good
Geer,House,Villa,440000,,4,210,Installed,No,0,0,2000,2417,156,4,0,Good
Molenbeek-Saint-Jean,House,House,449000,,4,137,USA hyper equipped,No,0,0,0,68,,2,0,As new
Wolvertem,House,House,449000,,3,223,Installed,No,0,0,462,750,,3,0,Good
Laeken,House,House,450000,,3,150,Installed,No,0,0,45,131,,2,0,Good
Laeken,House,House,475000,,4,175,Semi equipped,No,0,0,150,259,,2,0,To be done up
Herstal,House,House,499000,,7,388,Installed,No,0,0,3045,4322,332,4,0,To be done up
Ronse,House,Villa,499000,,4,230,Hyper equipped,No,0,0,1750,2864,175,4,0,Good
Profondeville,House,Villa,516000,,3,165,Installed,No,0,0,3478,3620,139,4,0,Good
Schaerbeek,House,House,525000,,4,220,Installed,No,0,0,110,189,,2,0,Good
Laeken,House,House,539000,,6,390,Installed,Yes,0,0,346,386,,2,0,To renovate
Auderghem,House,Town-house,540000,,3,127,Hyper equipped,No,0,0,0,73,,2,0,Good
Sint-Pieters-Leeuw,House,House,550000,,5,315,USA hyper equipped,No,0,0,450,523,317,3,0,As new
Braine-l'Alleud,House,House,585000,,4,230,Hyper equipped,No,0,0,300,400,,3,0,As new
Molenbeek-Saint-Jean,House,House,595000,,5,250,Not installed,No,0,0,15,95,250,2,0,Good
Leuven,House,House,595000,,3,240,USA hyper equipped,No,0,0,0,36,75,2,0,To be done up
Laeken,House,House,599000,,4,163,Installed,No,0,0,354,439,85,3,0,Good
Ixelles,House,House,599000,,4,300,Not installed,No,0,0,0,94,83,2,0,To be done up
Auderghem,House,House,620000,,4,177,Semi equipped,No,0,0,250,354,,2,0,To be done up
Ronse,House,House,620000,,4,393,Hyper equipped,No,1,0,434,569,,2,0,Good
Ronse,House,House,620000,,4,393,Hyper equipped,No,1,0,434,569,,2,0,Good
Woluwe-Saint-Lambert,House,House,625000,,4,195,Installed,No,0,0,40,112,245,2,0,Good
Dilbeek,House,Town-house,625000,,4,275,Hyper equipped,No,0,0,0,474,,3,0,Good
Herent,House,House,635000,,3,212,USA hyper equipped,No,0,0,800,912,129,4,0,Good
Wavre,House,House,650000,,5,230,USA installed,No,0,0,1100,1194,102,4,0,As new
Uccle,House,House,675000,,4,180,Hyper equipped,No,0,0,30,120,,2,0,Good
Woluwe-Saint-Pierre,House,House,680000,,3,142,Hyper equipped,No,0,0,240,355,,3,0,To be done up
Laeken,House,House,690000,,5,283,Semi equipped,No,0,0,650,780,,2,0,To renovate
Genval,House,Villa,695000,,2,350,Hyper equipped,No,0,0,400,850,180,4,0,Good
Wemmel,House,House,695000,,5,287,Hyper equipped,No,0,0,510,661,661,4,0,As new
Gent,House,House,698000,,4,265,Installed,No,0,0,65,165,,3,0,Good
Anderlecht,House,House,699000,,6,370,Hyper equipped,No,1,0,80,185,,2,0,To renovate
Rhode-Saint-Genese,House,House,730000,,5,238,Installed,No,0,0,600,820,150,3,0,Good
Arlon,House,Villa,750000,,6,473,Installed,No,0,0,0,1127,,4,0,Good
Arlon,House,House,750000,,6,473,Installed,No,0,0,0,1127,,4,0,Good
Uccle,House,House,795000,,4,176,Hyper equipped,No,0,0,190,267,,3,0,Good
Schaerbeek,House,Mixed-use building,800000,,8,420,Semi equipped,No,0,0,130,295,,2,0,Good
Bertem,House,Exceptional property,845000,,4,400,USA hyper equipped,No,0,0,1500,1869,240,4,0,Good
Bachte-Maria-Leerne,House,House,856000,,4,492,Not installed,No,1,0,2000,2400,,3,0,To be done up
Uccle,House,Town-house,859000,,6,295,Hyper equipped,No,0,0,106,330,,3,0,Good
Lasne,House,Villa,949000,,5,300,Installed,No,0,0,12753,24687,404,4,0,Good
Hoeilaart,House,Exceptional property,989000,,4,400,Hyper equipped,No,0,0,1000,1408,242,4,0,As new
Ixelles,House,House,995000,,4,300,Installed,No,0,0,100,270,,2,0,Good
Woluwe-Saint-Lambert,House,House,995000,,4,200,Installed,No,0,0,550,836,250,3,0,Good
SAINT-JOSSE-TEN-NOODE,House,Apartment block,1300000,,9,804,USA installed,No,0,0,0,348,,2,0,Good
Ixelles,House,House,1375000,,6,427,Hyper equipped,No,1,0,300,508,,3,0,As new
WOLUWE-SAINT-LAMBERT,House,Mansion,2495000,,6,460,Hyper equipped,No,0,0,0,561,,2,0,As new
Wetteren,House,House,,New price,4,232,Installed,No,0,0,45,220,220,2,0,Good
Liege,House,Mixed-use building,179000,,3,400,Not installed,No,0,0,0,205,200,2,0,To renovate
Bever,House,House,450000,,3,215,Installed,Yes,0,0,0,1070,,4,0,Good
Taviers,House,House,,New price,5,423,Semi equipped,No,0,0,517,696,180,4,0,Good
Oud-Heverlee Haasrode,House,Villa,459000,,4,228,USA installed,Yes,0,0,400,751,,4,0,To be done up
QUEVAUCAMPS,House,Other properties,650000,,5,350,Installed,No,0,0,0,3350,,4,0,Good
Wortegem-Petegem,House,Other properties,775000,,5,286,Installed,No,0,0,0,7814,,4,0,Good
Herstal,House,House,259000,,3,154,,No,0,0,60,114,,2,0,As new
Zwevegem,House,House,259500,,3,145,Semi equipped,No,0,0,307,392,,3,0,To be done up
Ronse,House,House,260000,,4,150,Installed,No,0,0,0,130,,3,0,Good
Vaux-sur-Sûre,House,House,275000,,2,,Installed,No,0,0,0,2619,,4,0,Good
Asse,House,House,359000,,4,183,USA hyper equipped,No,0,0,74,117,,2,0,Good
Sint-Jans-Molenbeek,House,House,435000,,4,216,Installed,No,0,0,0,152,,2,0,Good
Limal,House,House,735000,,4,300,Semi equipped,No,0,0,7600,7600,240,4,0,To be done up
Waterloo,House,Villa,990000,,3,220,Hyper equipped,No,0,0,0,795,,4,0,As new
Waterloo,House,Villa,1380000,,6,385,Installed,No,1,0,0,1461,,4,0,Good
Uccle,House,House,1500000,New price,5,400,,No,1,0,900,1025,597,4,0,Good
Knokke-Heist,House,House,3295000,,4,346,Installed,No,0,0,0,1801,,4,0,Good
Antwerp,House,House,285000,,2,150,Installed,No,0,0,85,195,82,2,0,Good
Huy,House,Apartment block,299000,,9,240,Not installed,No,0,0,0,120,,2,0,As new
Erpe-Mere,House,House,350000,,2,180,Installed,No,1,0,1,500,,4,0,Good
Ninove,House,House,410000,,4,,Installed,No,0,0,0,1060,121,4,0,To be done up
SINT-KWINTENS-LENNIK,House,House,429000,,2,180,Installed,No,0,0,0,519,,4,0,Good
Athus,House,House,329000,,3,155,Semi equipped,No,0,0,0,876,,4,0,
Borgloon,House,House,360000,,4,220,Installed,No,0,0,0,420,,3,0,Good
Woluwe-St.-Lambert,House,House,500000,,3,144,Semi equipped,No,0,0,30,136,,2,0,To renovate
GRAZEN,House,Villa,849000,,3,244,Hyper equipped,No,1,0,0,6063,,4,0,Good
Wemmel,House,House,995000,,4,251,Hyper equipped,No,1,0,680,880,,4,0,Just renovated
Büllingen,House,House,297000,,7,213,Not installed,No,0,0,0,598,,4,0,Good
Waregem,House,House,298000,,2,120,Installed,No,0,0,0,164,,3,0,Good
Waregem,House,House,298000,,2,120,Installed,No,0,0,0,164,,3,0,Good
Anderlecht,House,Apartment block,450000,,4,220,Not installed,No,0,0,0,65,,2,0,To be done up
Ronse,House,Villa,795000,,4,407,Installed,No,0,0,0,21451,,4,0,Good
Tintigny Rossignol,House,House,209000,,3,130,Installed,No,0,0,75,229,,2,0,Good
Tienen,House,House,279000,,3,172,Hyper equipped,No,0,0,360,655,125,3,0,Just renovated
Tubize,House,House,299000,,3,190,Semi equipped,No,0,0,150,300,75,2,0,As new
Huy,House,House,299000,,9,240,Not installed,No,0,0,0,120,,2,0,As new
Oudenaarde,House,Country house,550000,,3,365,Semi equipped,No,0,0,0,2195,,4,0,To renovate
STRÉE,House,House,,life annuity,5,245,Installed,No,0,0,0,775,,4,0,Good
FALLAIS,House,House,199000,,3,160,Semi equipped,No,1,0,850,1060,,4,0,To be done up
Liège,House,Town-house,219000,,3,116,Semi equipped,No,0,0,91,159,,2,0,Good
Drongen,House,House,345000,,3,198,Installed,No,0,0,0,494,,3,0,Good
Guigoven,House,House,,New price,3,151,Semi equipped,No,0,0,546,813,,4,0,Good
Braine-l'Alleud,House,House,285000,,3,104,,No,0,0,0,150,,2,0,To be done up
Keerbergen,House,House,709000,,4,248,Installed,No,0,0,0,859,,,0,Good
Auderghem,House,House,849000,,4,230,Hyper equipped,No,0,0,100,206,230,2,0,As new
Grace-Hollogne,House,House,195000,,4,175,Semi equipped,No,0,0,400,920,,3,0,To be done up
Grace-Hollogne,House,Mixed-use building,230000,,3,550,Installed,No,0,0,350,845,,2,0,To be done up
IVOZ-RAMET,House,House,349000,,4,180,Semi equipped,No,1,0,140,441,,4,0,Good
Vaux-sous-Chèvremont,Apartment,Apartment,179500,,2,86,Not installed,No,0,0,0,,,2,0,As new
Laeken,Apartment,Apartment,295000,,2,105,Hyper equipped,No,0,0,0,,8,3,0,As new
Gent,Apartment,Apartment,295000,,2,79,Hyper equipped,No,0,0,0,,,2,0,Good
Arlon,Apartment,Apartment,340000,,3,119,Installed,No,0,0,0,,,,0,Good
Auderghem,Apartment,Apartment,395000,,2,75,USA hyper equipped,Yes,0,0,0,,,2,0,As new
BRUXELLES,Apartment,Apartment,795000,,4,235,Installed,No,0,0,0,,,2,0,Just renovated
Etterbeek,Apartment,Apartment,795000,,4,235,Installed,No,0,0,0,,,2,0,Just renovated
Ixelles,Apartment,Studio,175000,,0,43,Not installed,No,0,0,0,,,4,0,To renovate
Ixelles,Apartment,Apartment,535000,,2,90,Installed,No,0,0,0,,,2,0,Good
Uccle,Apartment,Apartment,750000,,3,221,Installed,No,1,0,0,,,4,0,As new
Herent,Apartment,Apartment,205000,,1,70,Semi equipped,No,0,0,0,,,2,0,Good
TILDONK,Apartment,Duplex,315000,,2,130,Installed,No,0,0,0,,,,0,Good
Etterbeek,Apartment,Apartment,558000,,2,105,Hyper equipped,No,0,0,0,,,2,0,As new
Etterbeek,Apartment,Apartment,620000,,3,161,Hyper equipped,No,0,0,0,,,2,0,Good
Uccle,Apartment,Apartment,695000,,3,195,Hyper equipped,No,0,0,0,,,3,0,To be done up
Bruxelles,Apartment,Apartment,865000,,3,195,Hyper equipped,No,0,0,0,,195,2,0,As new
Uccle,Apartment,Penthouse,1500000,New build,3,220,USA hyper equipped,No,0,0,0,,,3,0,As new
Woluwe-Saint-Pierre,Apartment,Studio,129000,,0,32,Semi equipped,Yes,0,0,0,,,2,0,To renovate
Anderlecht,Apartment,Apartment,269000,,2,95,USA hyper equipped,No,0,0,0,,,2,0,Good
Schaerbeek,Apartment,Apartment,305000,,2,106,Hyper equipped,No,0,0,0,,7,2,0,Good
Landen,Apartment,Apartment,347000,,3,120,Installed,No,0,0,0,,,2,0,Good
Gent,Apartment,Apartment,350000,,2,107,Installed,No,0,0,0,,,2,0,Good
Ixelles,Apartment,Apartment,610000,,2,172,Hyper equipped,No,0,0,0,,,2,0,To be done up
Antwerp,Apartment,Penthouse,545000,New build,2,121,,No,0,0,0,,,4,0,As new
Schaerbeek,Apartment,Penthouse,299000,,3,110,Hyper equipped,No,0,0,0,,,2,0,Good
Kraainem,Apartment,Apartment,335000,,2,92,USA hyper equipped,No,0,0,0,,,3,0,Just renovated
Maisières,Apartment,Apartment,223000,New build,3,109,Installed,No,0,0,0,,,3,0,
Evere,Apartment,Apartment,350000,New build,2,111,Hyper equipped,No,0,0,0,,,4,0,
Bruxelles,Apartment,Penthouse,,New price,1,67,Hyper equipped,Yes,0,0,0,,,2,0,As new
Laeken,Apartment,Apartment,275000,,2,102,Hyper equipped,No,0,0,0,,,3,0,Good
Uccle,Apartment,Apartment,295000,,3,104,Semi equipped,No,0,0,0,,,2,0,To be done up
Schaerbeek,Apartment,Apartment,330000,,2,85,USA hyper equipped,No,0,0,0,,,3,0,Good
SCHULEN,Apartment,Apartment,375000,,2,120,Installed,No,0,0,0,,,4,0,Good
Etterbeek,Apartment,Apartment,399000,,2,115,Semi equipped,No,0,0,0,,,,0,Good
Etterbeek,Apartment,Apartment,550000,,3,180,Hyper equipped,No,0,0,0,,,,0,As new
Ixelles,Apartment,Apartment,275000,,1,60,,No,0,0,0,,,2,0,As new
Schaerbeek,Apartment,Apartment,280000,,2,82,Hyper equipped,No,0,0,0,,,2,0,Good
Schaerbeek,Apartment,Apartment,285000,,2,78,Installed,No,0,0,0,,78,2,0,As new
Woluwe-Saint-Lambert,Apartment,Apartment,295000,,2,89,Semi equipped,No,0,0,0,,,2,0,To be done up
Evere,Apartment,Penthouse,365000,,3,90,USA hyper equipped,No,0,0,0,,,2,0,As new
Herstal,Apartment,Apartment,119000,,2,85,Semi equipped,No,0,0,0,,85,2,0,Good
Woluwe-Saint-Lambert,Apartment,Apartment,345000,,2,98,Installed,No,0,0,0,,,3,0,Good
Evere,Apartment,Apartment,350000,,4,120,USA hyper equipped,No,0,0,0,,,2,0,As new
HORION-HOZÉMONT,Apartment,Apartment,,New price,4,245,Installed,No,0,0,80000,,,,0,As new
Auderghem,Apartment,Apartment,495000,New build,2,85,USA hyper equipped,No,0,0,0,,,3,0,As new
Auderghem,Apartment,Apartment,501500,New build,2,102,USA hyper equipped,No,0,0,0,,,,0,As new
Mechelen,Apartment,Apartment,628000,,2,220,Installed,No,0,0,0,,,2,0,Good
Bruxelles ville,Apartment,Apartment,975000,New build,2,180,Hyper equipped,No,0,0,0,,,2,0,As new
Ixelles,Apartment,Apartment,1537000,New build,2,160,Hyper equipped,No,0,0,0,,,2,0,As new
Ixelles,Apartment,Apartment,1839000,New build,3,203,Hyper equipped,No,0,0,0,,,2,0,As new
Uccle,Apartment,Studio,199000,New build,0,52,USA hyper equipped,No,0,0,0,,,,0,As new
Huy,Apartment,Apartment,129500,,1,52,Not installed,No,0,0,0,,,3,0,To be done up
Hoboken,Apartment,Apartment,185000,,2,86,Installed,No,0,0,0,,,2,0,Good
Ixelles,Apartment,Apartment,199000,,1,66,Semi equipped,No,0,0,0,,,2,0,Good
SAINT-JOSSE-TEN-NOODE,Apartment,Apartment,200000,,1,45,USA semi equipped,Yes,0,0,0,,,,0,Good
Ixelles,Apartment,Apartment,215000,,1,66,Semi equipped,No,0,0,0,,,2,0,Good
Uccle,Apartment,Apartment,259000,,2,80,Semi equipped,No,0,0,0,,,2,0,Good
Ruisbroek,Apartment,Apartment,218000,,2,75,Installed,No,0,0,0,,,2,0,Good
Deinze,Apartment,Apartment,295000,New build,2,96,Hyper equipped,No,0,0,0,,,,0,As new
Deinze,Apartment,Apartment,330000,New build,2,91,Hyper equipped,No,0,0,0,,,,0,As new
Woluwe-Saint-Lambert,Apartment,Apartment,350000,,2,85,Hyper equipped,No,0,0,0,,,,0,As new
Deinze,Apartment,Apartment,640000,New build,3,146,Hyper equipped,No,0,0,0,,,,0,As new
Bruxelles,Apartment,Apartment,210000,,1,65,Semi equipped,No,0,0,0,,,2,0,Good
PUURS,Apartment,Apartment,235000,,2,98,Installed,No,0,0,0,,,3,0,Good
Ixelles,Apartment,Apartment,479000,New build,2,88,USA hyper equipped,Yes,0,0,0,,,2,0,As new
Beersel,Apartment,Apartment,245000,,2,90,Installed,No,0,0,0,,,,0,Good
Lot,Apartment,Apartment,245000,,2,90,Installed,No,0,0,0,,,,0,Good
Uccle,Apartment,Penthouse,1450000,New build,2,220,Hyper equipped,No,0,0,0,,,,0,As new
Bertrix,Apartment,Apartment,179500,New build,1,70,Hyper equipped,No,0,0,0,,,4,0,As new
Brussels City,Apartment,Apartment,270000,,2,129,Installed,No,0,0,0,,,4,0,Good
Ixelles,Apartment,Apartment,395000,,2,97,USA hyper equipped,No,0,0,0,,,2,0,As new
Ixelles,Apartment,Apartment,445000,,2,167,Hyper equipped,No,0,0,0,,,,0,As new
Uccle,Apartment,Apartment,549000,,4,207,Hyper equipped,No,0,0,0,,2000,3,0,To be done up
Bruxelles,Apartment,Apartment,579000,,3,195,Semi equipped,No,0,0,0,,,2,0,To be done up
Etterbeek,Apartment,Apartment,579000,,3,195,Semi equipped,No,0,0,0,,,2,0,To be done up
Oostende,Apartment,Studio,99000,,0,33,Installed,No,0,0,0,,,2,0,As new
Waregem,Apartment,Apartment,345000,,2,84,,No,0,0,0,,,,0,Good
Ganshoren,Apartment,Apartment,,New price,1,45,USA installed,No,0,0,0,,,,0,Good
Ganshoren,Apartment,Apartment,270000,,2,129,Installed,No,0,0,0,,,4,0,Good
Etterbeek,Apartment,Duplex,,New price,2,104,Not installed,No,0,0,0,,,2,0,To renovate
Wemmel,Apartment,Duplex,325000,,3,139,USA installed,No,0,0,0,,2000,2,0,As new
Ixelles,Apartment,Loft,649000,,2,242,USA hyper equipped,No,0,0,0,,,3,0,As new
Woluwe-Saint-Lambert,Apartment,Penthouse,495000,New build,2,113,USA hyper equipped,No,0,0,0,,,3,0,As new
Uccle,Apartment,Apartment,,New price,2,80,Installed,No,0,0,0,,,4,0,As new
Huy,Apartment,Apartment,174000,,2,100,Installed,No,0,0,0,,,2,0,Good
Uccle,Apartment,Apartment,290000,,2,106,Semi equipped,No,0,0,0,,,2,0,To be done up
Leuven,Apartment,Apartment,300000,,2,75,Installed,No,0,0,0,,,2,0,Good
Gent,Apartment,Apartment,1250000,,2,204,Hyper equipped,No,0,0,0,,,2,0,As new
Koekelberg,Apartment,Apartment,,New price,1,55,,No,0,0,0,,,2,0,As new
Etterbeek,Apartment,Apartment,399000,,2,100,USA hyper equipped,Yes,0,0,0,,,,0,Good
Brussels City,Apartment,Penthouse,569000,,2,140,Installed,No,0,0,0,,,,0,Just renovated
Brussels City,Apartment,Apartment,569000,,2,140,Installed,No,0,0,0,,,,0,Just renovated
Wemmel,Apartment,Apartment,239000,,2,84,USA hyper equipped,No,0,0,0,,2500,2,0,To be done up
Jette,Apartment,Apartment,245000,New build,1,71,Hyper equipped,No,0,0,0,,,2,0,As new
Ninove,Apartment,Apartment,260000,New build,2,91,USA installed,No,0,0,0,,,3,0,As new
MERENDREE,Apartment,Penthouse,279000,,2,84,Installed,No,0,0,0,,,,0,Good
ROKSEM,Apartment,Apartment,285000,New build,2,145,Installed,No,0,0,0,,,3,0,Good
Waterloo,Apartment,Apartment,335000,New build,2,103,USA hyper equipped,No,0,0,0,,,4,0,As new
Waterloo,Apartment,Apartment,335000,New build,2,104,Not installed,No,0,0,0,,,,0,As new
Mont-Saint-Guibert,Apartment,Penthouse,369000,New build,2,114,USA installed,No,0,0,0,,,,0,As new
Waterloo,Apartment,Apartment,373000,New build,3,118,USA hyper equipped,No,0,0,0,,,4,0,As new
Waterloo,Apartment,Apartment,373000,New build,3,119,Not installed,No,0,0,0,,,,0,As new
Ixelles,Apartment,Duplex,375000,,1,77,USA hyper equipped,Yes,0,0,0,,,,0,As new
Woluwe-saint-lambert,Apartment,Penthouse,375000,,2,90,Installed,No,0,0,0,,44,2,0,As new
Auderghem,Apartment,Apartment,379000,New build,1,76,USA hyper equipped,No,0,0,0,,,,0,As new
Waterloo,Apartment,Apartment,383000,New build,3,119,Not installed,No,0,0,0,,,,0,As new
Waterloo,Apartment,Apartment,403000,New build,3,118,Not installed,No,0,0,0,,,,0,As new
Woluwe-Saint-Lambert,Apartment,Apartment,418000,New build,3,101,Installed,No,0,0,0,,,3,0,As new
Bruxelles ville,Apartment,Apartment,420000,New build,2,80,Hyper equipped,No,0,0,0,,,4,0,As new
Waterloo,Apartment,Penthouse,435000,New build,2,107,USA hyper equipped,No,0,0,0,,,4,0,As new
Waterloo,Apartment,Penthouse,435000,New build,2,107,Not installed,No,0,0,0,,,,0,As new
Kraainem,Apartment,Apartment,435000,New build,2,116,USA hyper equipped,No,0,0,0,,,3,0,As new
Waterloo,Apartment,Penthouse,440000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Waterloo,Apartment,Penthouse,440000,New build,3,124,Not installed,No,0,0,0,,,,0,As new
Waterloo,Apartment,Penthouse,455000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Bruxelles,Apartment,Penthouse,476000,New build,3,148,USA hyper equipped,No,0,0,0,,,3,0,As new
HAREN (BRU.),Apartment,Penthouse,476000,New build,3,156,USA hyper equipped,No,0,0,0,,,4,0,As new
Mont-Saint-Guibert,Apartment,Penthouse,477000,New build,2,144,USA installed,No,0,0,0,,,,0,As new
Auderghem,Apartment,Apartment,519000,New build,3,127,USA hyper equipped,No,0,0,0,,,,0,As new
Woluwe-Saint-Lambert,Apartment,Apartment,523000,New build,3,129,USA hyper equipped,No,0,0,0,,,3,0,As new
Ixelles,Apartment,Duplex,650000,,2,160,USA hyper equipped,Yes,0,0,0,,,,0,As new
Woluwe-Saint-Lambert,Apartment,Penthouse,720000,New build,2,133,Hyper equipped,No,0,0,0,,,4,0,As new
Woluwe-Saint-Pierre,Apartment,Apartment,780000,New build,2,113,USA hyper equipped,No,0,0,0,,,2,0,As new
Kraainem,Apartment,Apartment,895000,New build,3,119,USA hyper equipped,No,0,0,158,,,2,0,As new
Auderghem,Apartment,Penthouse,998000,New build,2,145,USA hyper equipped,No,0,0,0,,,3,0,As new
Uccle,Apartment,Penthouse,1450000,New build,3,198,USA hyper equipped,No,0,0,0,,,4,0,As new
Uccle,Apartment,Apartment,1500000,New build,3,220,Installed,Yes,0,0,0,,,4,0,As new
Uccle,Apartment,Apartment,1500000,New build,3,220,USA hyper equipped,No,1,0,0,,,4,0,Just renovated
Ixelles,Apartment,Penthouse,2500000,New build,4,277,Hyper equipped,No,0,0,0,,,4,0,As new
Ixelles,Apartment,Penthouse,2500000,New build,4,277,USA hyper equipped,No,0,0,0,,,2,0,As new
Ixelles,Apartment,Penthouse,2500000,New build,4,277,USA hyper equipped,No,0,0,0,,,2,0,As new
Kontich,Apartment,Apartment,289000,,2,104,Installed,No,0,0,0,,,2,0,Good
Waterloo,Apartment,Apartment,,New price,3,140,Installed,No,0,0,0,,,3,0,Good
Heverlee,Apartment,Apartment,485000,,2,93,Installed,No,0,0,0,,,3,0,Good
Heverlee,Apartment,Duplex,485000,,2,93,Installed,No,0,0,0,,,3,0,Good
WOLUWÉ-SAINT-LAMBERT,Apartment,Apartment,295000,,3,110,,No,0,0,0,,,4,0,To renovate
Seraing,Apartment,Ground floor,99000,New price,1,70,Semi equipped,No,0,0,30,,,4,0,To be done up
Seraing,Apartment,Apartment,104500,New price,3,88,Semi equipped,No,0,0,0,,,4,0,To be done up
Seraing,Apartment,Penthouse,104500,New price,3,88,Semi equipped,No,0,0,0,,,4,0,To be done up
Auderghem,Apartment,Apartment,310000,,1,72,Semi equipped,No,0,0,0,,,2,0,Good
Gooik,Apartment,Apartment,315000,,3,140,Hyper equipped,No,0,0,0,,,2,0,Good
Wemmel,Apartment,Duplex,269000,,2,102,USA hyper equipped,No,0,0,0,,2500,2,0,As new
Wemmel,Apartment,Duplex,299000,,3,129,USA installed,No,0,0,0,,,2,0,As new
Wilrijk,Apartment,Apartment,339000,,3,107,,No,0,0,0,,,2,0,Just renovated
St-Gilles,Apartment,Apartment,485000,,2,110,Hyper equipped,No,0,0,0,,,2,0,As new
Bruxelles,Apartment,Triplex,255000,,2,80,Installed,No,0,0,0,,,2,0,To be done up
Bruxelles,Apartment,Apartment,355000,,1,80,USA hyper equipped,No,0,0,0,,,2,0,Just renovated
Ixelles,Apartment,Penthouse,1700000,New build,3,285,USA hyper equipped,No,0,0,0,,285,,0,As new
Nivelles,Apartment,Apartment,,life annuity,2,80,Hyper equipped,No,0,0,0,,,4,0,As new
Blankenberge,Apartment,Studio,69000,,0,20,Installed,Yes,0,0,0,,,2,0,Good
Havelange,Apartment,Penthouse,79000,,2,77,Semi equipped,No,0,0,0,,,,0,Good
Herstal,Apartment,Apartment,109000,,2,85,Installed,Yes,0,0,0,,85,3,0,Good
Jemeppe-sur-Meuse,Apartment,Apartment,110000,,2,81,Not installed,No,0,0,0,,,3,0,Good
Woluwe-Saint-Lambert,Apartment,Studio,135000,,0,30,Not installed,No,0,0,0,,,2,0,To renovate
Schaerbeek,Apartment,Apartment,137500,,1,28,Installed,No,0,0,0,,,4,0,Good
Schaerbeek,Apartment,Apartment,137500,,1,30,Installed,No,0,0,0,,,4,0,Good
Anderlecht,Apartment,Apartment,139000,,1,47,Not installed,No,0,0,0,,,2,0,To be done up
Jupille-sur-Meuse,Apartment,Apartment,139000,,3,115,USA semi equipped,No,0,0,0,,,2,0,Good
Huy,Apartment,Apartment,139000,,1,60,Semi equipped,No,0,0,0,,,4,0,Good
Antwerp,Apartment,Apartment,155000,,2,75,Installed,No,0,0,0,,,,0,Good
CHÂTELINEAU,Apartment,Apartment,155000,,2,70,USA semi equipped,No,0,0,0,,,,0,Good
Walhain,Apartment,Apartment,160000,,1,53,Semi equipped,No,0,0,0,,,2,0,Good
Antwerp,Apartment,Apartment,162000,,1,70,Semi equipped,No,0,0,0,,,4,0,Just renovated
